,Unnamed: 0,3.6216,8.6661,-2.8073,-0.44699,0
73,73,4.4069,10.9072,-4.5775,-4.4271,0
74,74,2.3066,3.5364,0.5755100000000001,0.41938,0
75,75,3.7935,7.9853,-2.5477,-1.872,0
76,76,0.049175,6.1437,1.7828,-0.72113,0
77,77,0.24835,7.6439,0.9885,-0.87371,0
78,78,1.1317,3.9647,3.3979,0.84351,0
79,79,2.8033,9.0862,-3.3668,-1.0224,0
80,80,4.4682,2.2907,0.95766,0.8305799999999999,0
81,81,5.0185,8.5978,-2.9375,-1.281,0
82,82,1.8664,7.7763,-0.23849,-2.9634,0
83,83,3.245,6.63,-0.63435,0.8693700000000001,0
84,84,4.0296,2.6756,0.80685,0.7167899999999999,0
85,85,-1.1313,1.9037,7.5339,1.022,0
86,86,0.87603,6.8141,0.84198,-0.17156,0
87,87,4.1197,-2.7956,2.0707,0.6741199999999999,0
88,88,3.8027,0.81529,2.1041,1.0245,0
89,89,1.4806,7.6377,-2.7876,-1.0341,0
90,90,4.0632,3.584,0.72545,0.39481,0
91,91,4.3064,8.2068,-2.7824,-1.4336,0
92,92,2.4486,-6.3175,7.9632,0.20602,0
93,93,3.2718,1.7837,2.1161,0.61334,0
94,94,-0.64472,-4.6062,8.347000000000001,-2.7099,0
95,95,2.9543,1.0759999999999998,0.64577,0.89394,0
96,96,2.1616,-6.8804,8.1517,-0.081048,0
97,97,3.82,10.9279,-4.0112,-5.0284,0
98,98,-2.7419,11.4038,2.5394,-5.5793,0
99,99,3.3669,-5.1856,3.6935,-1.1427,0
100,100,4.5597,-2.4211,2.6413,1.6168,0
101,101,5.1129,-0.49871,0.62863,1.1189,0
102,102,3.3397,-4.6145,3.9823,-0.23751,0
103,103,4.2027,0.22761,0.96108,0.97282,0
104,104,3.5438,1.2395,1.997,2.1547,0
105,105,2.3136,10.6651,-3.5288,-4.7672,0
106,106,-1.8584,7.886,-1.6643,-1.8384,0
107,107,3.1060000000000003,9.5414,-4.2536,-4.003,0
108,108,2.9163,10.8306,-3.3437,-4.122,0
109,109,3.9922,-4.4676,3.7304,-0.1095,0
110,110,1.518,5.6946,0.094818,-0.026738,0
111,111,3.2351,9.647,-3.2074,-2.5948,0
112,112,4.2188,6.8162,-1.2804,0.76076,0
113,113,1.7819,6.9176,-1.2744,-1.5759,0
114,114,2.5331,2.9135,-0.8220000000000001,-0.12243,0
115,115,3.8969,7.4163,-1.8245,0.14007,0
116,116,2.108,6.7955,-0.1708,0.4905,0
117,117,2.8969,0.70768,2.29,1.8663,0
118,118,0.9297,-3.7971,4.6429,-0.2957,0
119,119,3.4642,10.6878,-3.4071,-4.109,0
120,120,4.0713,10.4023,-4.1722,-4.7582,0
121,121,-1.4572,9.1214,1.7425,-5.1241,0
122,122,-1.5075,1.9224,7.1466,0.89136,0
123,123,-0.91718,9.9884,1.1804,-5.2263,0
124,124,2.994,7.2011,-1.2153,0.3211,0
125,125,-2.343,12.9516,3.3285,-5.9426,0
126,126,3.7818,-2.8846,2.2558,-0.15734,0
127,127,4.6689,1.3098,0.055404,1.909,0
128,128,3.4663,1.1112,1.7425,1.3388,0
129,129,3.2697,-4.3414,3.6884,-0.29829,0
130,130,5.1302,8.6703,-2.8913,-1.5086,0
131,131,2.0139,6.1416,0.37929,0.56938,0
132,132,0.4339,5.5395,2.033,-0.40432,0
133,133,-1.0401,9.3987,0.85998,-5.3336,0
134,134,4.1605,11.2196,-3.6136,-4.0819,0
135,135,5.438,9.4669,-4.9417,-3.9202,0
136,136,5.032,8.2026,-2.6256,-1.0341,0
137,137,5.2418,10.5388,-4.1174,-4.2797,0
138,138,-0.2062,9.2207,-3.7044,-6.8103,0
139,139,2.0911,0.94358,4.5512,1.234,0
140,140,1.7317,-0.34765,4.1905,-0.99138,0
141,141,4.1736,3.3336,-1.4244,0.60429,0
142,142,3.9232,-3.2467,3.4579,0.83705,0
143,143,3.8481,10.1539,-3.8561,-4.2228,0
144,144,0.5195,-3.2633,3.0895,-0.9849,0
145,145,3.8584,0.78425,1.1033,1.7008,0
146,146,1.7496,-0.1759,5.1827,1.2922,0
147,147,3.6277,0.9829,0.68861,0.63403,0
148,148,2.7391,7.4018,0.071684,-2.5302,0
149,149,4.5447,8.2274,-2.4166,-1.5875,0
150,150,-1.7599,11.9211,2.6756,-3.3241,0
151,151,5.0691,0.21313,0.20278,1.2095,0
152,152,3.4591,11.112,-4.2039,-5.0931,0
153,153,1.9358,8.1654,-0.023425,-2.2586,0
154,154,2.486,-0.99533,5.3404,-0.15475,0
155,155,2.4226,-4.5752,5.947,0.21507,0
156,156,3.9479,-3.7723,2.883,0.019813,0
157,157,2.2634,-4.4862,3.6558,-0.61251,0
158,158,1.3566,4.2358,2.1341,0.3211,0
159,159,5.0452,3.8964,-1.4304,0.8629100000000001,0
160,160,3.5499,8.6165,-3.2794,-1.2009,0
161,161,0.17346,7.8695,0.26876,-3.7883,0
162,162,2.4008,9.3593,-3.3565,-3.3526,0
163,163,4.8851,1.5995,-0.00029081,1.6401,0
164,164,4.1927,-3.2674,2.5839,0.21766,0
165,165,1.1166,8.6496,-0.96252,-1.8112,0
166,166,1.0235,6.901,-2.0062,-2.7125,0
167,167,-1.803,11.8818,2.0458,-5.2728,0
168,168,0.11739,6.2761,-1.5495,-2.4746,0
169,169,0.5706,-0.0248,1.2421,-0.5621,0
170,170,4.0552,-2.4583,2.2806,1.0323,0
171,171,-1.6952,1.0657,8.8294,0.94955,0
172,172,-1.1193,10.7271,2.0938,-5.6504,0
173,173,1.8799,2.4707,2.4931,0.37671,0
174,174,3.583,-3.7971,3.4391,-0.12500999999999998,0
175,175,0.19081,9.1297,-3.725,-5.8224,0
176,176,3.6582,5.6864,-1.7157,-0.23751,0
177,177,-0.13144,-1.7775,8.3316,0.35214,0
178,178,2.3925,9.798,-3.0361,-2.8224,0
179,179,1.6426,3.0149,0.22849,-0.147,0
180,180,-0.11783,-1.5789,8.03,-0.028031,0
181,181,-0.69572,8.6165,1.8419,-4.3289,0
182,182,2.9421,7.4101,-0.97709,-0.8840600000000001,0
183,183,-1.7559,11.9459,3.0946,-4.8978,0
184,184,-1.2537,10.8803,1.931,-4.3237,0
185,185,3.2585,-4.4614,3.8024,-0.15087,0
186,186,1.8314,6.3672,-0.036278,0.049554,0
187,187,4.5645,-3.6275,2.8684,0.27714,0
188,188,2.7365,-5.0325,6.6608,-0.57889,0
189,189,0.9297,-3.7971,4.6429,-0.2957,0
190,190,3.9663,10.1684,-4.1131,-4.6056,0
191,191,1.4578,-0.08485,4.1785,0.59136,0
192,192,4.8272,3.0687,0.68604,0.8073100000000001,0
193,193,-2.341,12.3784,0.70403,-7.5836,0
194,194,-1.8584,7.886,-1.6643,-1.8384,0
195,195,4.1454,7.2570000000000014,-1.9153,-0.8607799999999999,0
196,196,1.9157,6.0816,0.23705,-2.0116,0
197,197,4.0215,-2.1914,2.4648,1.1409,0
198,198,5.8862,5.8747,-2.8167,-0.30087,0
199,199,-2.0897,10.8265,2.3603,-3.4198,0
200,200,4.0026,-3.5943,3.5573,0.26809,0
201,201,-0.78689,9.5663,-3.7867,-7.5034,0
202,202,4.1757,10.2615,-3.8552,-4.3056,0
203,203,0.8329200000000001,7.5404,0.65005,-0.92544,0
204,204,4.8077,2.2327,-0.26334,1.5534,0
205,205,5.3063,5.2684,-2.8904,-0.5271600000000001,0
206,206,2.5605,9.2683,-3.5913,-1.356,0
207,207,2.1059,7.6046,-0.47755,-1.8461,0
208,208,2.1721,-0.73874,5.4672,-0.7237100000000001,0
209,209,4.2899,9.1814,-4.6067,-4.3263,0
210,210,3.5156,10.1891,-4.2759,-4.978,0
211,211,2.614,8.0081,-3.7258,-1.3069,0
212,212,0.68087,2.3259,4.9085,0.54998,0
213,213,4.1962,0.74493,0.8325600000000001,0.753,0
214,214,6.0919,2.9673,-1.3267,1.4551,0
215,215,1.3234,3.2964,0.2362,-0.11984000000000003,0
216,216,1.3264,1.0326,5.6566,-0.41337,0
217,217,-0.16735,7.6274,1.2061,-3.6241,0
218,218,-1.3,10.2678,-2.9530000000000003,-5.8638,0
219,219,-2.2261,12.5398,2.9438,-3.5258,0
220,220,2.4196,6.4665,-0.75688,0.228,0
221,221,1.0987,0.6394,5.989,-0.58277,0
222,222,4.6464,10.5326,-4.5852,-4.206,0
223,223,-0.36038,4.1158,3.1143,-0.37199,0
224,224,1.3562,3.2136,4.3465,0.78662,0
225,225,0.5706,-0.0248,1.2421,-0.5621,0
226,226,-2.6479,10.1374,-1.331,-5.4707,0
227,227,3.1219,-3.137,1.9259,-0.37458,0
228,228,5.4944,1.5478,0.041694,1.9284,0
229,229,-1.3389,1.5519999999999998,7.0806,1.031,0
230,230,-2.3361,11.9604,3.0835,-5.4435,0
231,231,2.2596,-0.033118,4.7355,-0.2776,0
232,232,0.46901,-0.63321,7.3848,0.36507,0
233,233,2.7296,2.8701,0.5112399999999999,0.5099,0
234,234,2.0466,2.03,2.1761,-0.083634,0
235,235,-1.3274,9.498,2.4408,-5.2689,0
236,236,3.8905,-2.1521,2.6302,1.1047,0
237,237,3.9994,0.90427,1.1693,1.6892,0
238,238,2.3952,9.5083,-3.1783,-3.0086,0
239,239,3.2704,6.9321,-1.0456,0.23447,0
240,240,-1.3931,1.5664,7.5382,0.78403,0
241,241,1.6406,3.5488,1.3964,-0.36424,0
242,242,2.7744,6.8576,-1.0671,0.075416,0
243,243,2.4287,9.3821,-3.2477,-1.4543,0
244,244,4.2134,-2.806,2.0116,0.6741199999999999,0
245,245,1.6472,0.48213,4.7449,1.225,0
246,246,2.0597,-0.99326,5.2119,-0.29312,0
247,247,0.3798,0.7098,0.7572,-0.4444,0
248,248,1.0135,8.4551,-1.672,-2.0815,0
249,249,4.5691,-4.4552,3.1769,0.004296100000000001,0
250,250,0.5746100000000001,10.1105,-1.6917,-4.3922,0
251,251,0.5734,9.1938,-0.9094,-1.872,0
252,252,5.2868,3.257,-1.3721,1.1668,0
253,253,4.0102,10.6568,-4.1388,-5.0646,0
254,254,4.1425,-3.6792,3.8281,1.6297,0
255,255,3.0934,-2.9177,2.2232,0.22283000000000006,0
256,256,2.2034,5.9947,0.53009,0.84998,0
257,257,3.744,0.79459,0.95851,1.0077,0
258,258,3.0329,2.2948,2.1135,0.35084,0
259,259,3.7731,7.2073,-1.6814,-0.94742,0
260,260,3.1557,2.8908,0.5969300000000001,0.79825,0
261,261,1.8114,7.6067,-0.9788,-2.4668,0
262,262,4.988,7.2052,-3.2846,-1.1608,0
263,263,2.483,6.6155,-0.79287,-0.90863,0
264,264,1.594,4.7055,1.3758,0.08188200000000001,0
265,265,-0.016103,9.7484,0.15394000000000002,-1.6134,0
266,266,3.8496,9.7939,-4.1508,-4.4582,0
267,267,0.9297,-3.7971,4.6429,-0.2957,0
268,268,4.9342,2.4107,-0.17594,1.6245,0
269,269,3.8417,10.0215,-4.2699,-4.9159,0
270,270,5.3915,9.9946,-3.8081,-3.3642,0
271,271,4.4072,-0.070365,2.0416,1.1319,0
272,272,2.6946,6.7976,-0.40301,0.44912,0
273,273,5.2756,0.13863,0.12138,1.1435,0
274,274,3.4312,6.2637,-1.9513,-0.36165,0
275,275,4.052,-0.16555,0.45383,0.51248,0
276,276,1.3638,-4.7759,8.4182,-1.8836,0
277,277,0.89566,7.7763,-2.7473,-1.9353,0
278,278,1.9265,7.7557,-0.16823,-3.0771,0
279,279,0.20977,-0.46146,7.7267,0.90946,0
280,280,4.0680000000000005,-2.9363,2.1992,0.50084,0
281,281,2.877,-4.0599,3.6259,-0.32544,0
282,282,0.3223,-0.8980799999999999,8.0883,0.69222,0
283,283,-1.3,10.2678,-2.9530000000000003,-5.8638,0
284,284,1.7747,-6.4334,8.15,-0.89828,0
285,285,1.3419,-4.4221,8.09,-1.7349,0
286,286,0.8960600000000001,10.5471,-1.4175,-4.0327,0
287,287,0.44125,2.9487,4.3225,0.7155,0
288,288,3.2422,6.2265,0.12224000000000003,-1.4466,0
289,289,2.5678,3.5136,0.61406,-0.40691,0
290,290,-2.2153,11.9625,0.078538,-7.7853,0
291,291,4.1349,6.1189,-2.4294,-0.19613,0
292,292,1.934,-9.2828e-06,4.816,-0.33967,0
293,293,2.5068,1.1588,3.9249,0.12585,0
294,294,2.1464,6.0795,-0.5778,-2.2302,0
295,295,0.051979,7.0521,-2.0541,-3.1508,0
296,296,1.2706,8.035,-0.19651,-2.1888,0
297,297,1.143,0.83391,5.4552,-0.56984,0
298,298,2.2928,9.0386,-3.2417,-1.2991,0
299,299,0.3292,-4.4552,4.5718,-0.9888,0
300,300,2.9719,6.8369,-0.2702,0.71291,0
301,301,1.6849,8.7489,-1.2641,-1.3858,0
302,302,-1.9177,11.6894,2.5454,-3.2763,0
303,303,2.3729,10.4726,-3.0087,-3.2013,0
304,304,1.0284,9.767,-1.3687,-1.7853,0
305,305,0.27451,9.2186,-3.2863,-4.8448,0
306,306,1.6032,-4.7863,8.5193,-2.1203,0
307,307,4.6160000000000005,10.1788,-4.2185,-4.4245,0
308,308,4.2478,7.6956,-2.7696,-1.0767,0
309,309,4.0215,-2.7004,2.4957,0.36636,0
310,310,5.0297,-4.9704,3.5025,-0.23751,0
311,311,1.5902,2.2948,3.2403,0.18404,0
312,312,2.1274,5.1939,-1.7971,-1.1763,0
313,313,1.1811,8.3847,-2.0567,-0.90345,0
314,314,0.3292,-4.4552,4.5718,-0.9888,0
315,315,5.7353,5.2808,-2.2598,0.075416,0
316,316,2.6718,5.6574,0.7297399999999999,-1.4892,0
317,317,1.5799,-4.7076,7.9186,-1.5487,0
318,318,2.9499,2.2493,1.3458,-0.037083,0
319,319,0.5195,-3.2633,3.0895,-0.9849,0
320,320,3.7352,9.5911,-3.9032,-3.3487,0
321,321,-1.7344,2.0175,7.7618,0.93532,0
322,322,3.884,10.0277,-3.9298,-4.0819,0
323,323,3.5257,1.2829,1.9276,1.7991,0
324,324,4.4549,2.4976,1.0313,0.96894,0
325,325,-0.16108,-6.4624,8.3573,-1.5216,0
326,326,4.2164,9.4607,-4.9288,-5.2366,0
327,327,3.5152,6.8224,-0.67377,-0.46898,0
328,328,1.6988,2.9094,2.9044,0.11033,0
329,329,1.0607,2.4542,2.5188,-0.17027,0
330,330,2.0421,1.2436,4.2171,0.90429,0
331,331,3.5594,1.3078,1.291,1.6556,0
332,332,3.0009,5.8126,-2.2306,-0.6655300000000001,0
333,333,3.9294,1.4112,1.8076,0.8978200000000001,0
334,334,3.4667,-4.0724,4.2882,1.5418,0
335,335,3.966,3.9213,0.7057399999999999,0.33662,0
336,336,1.0191,2.33,4.9334,0.82929,0
337,337,0.96414,5.6160000000000005,2.2138,-0.12500999999999998,0
338,338,1.8205,6.7562,0.0099913,0.39481,0
339,339,4.9923,7.8653,-2.3515,-0.7198399999999999,0
340,340,-1.1804,11.5093,0.15565,-6.8194,0
341,341,4.0329,0.23175,0.8908200000000001,1.1823,0
342,342,0.66018,10.3878,-1.4029,-3.9151,0
343,343,3.5982,7.1307,-1.3035,0.21248000000000006,0
344,344,-1.8584,7.886,-1.6643,-1.8384,0
345,345,4.0972,0.46972,1.6671,0.91593,0
346,346,3.3299,0.91254,1.5806,0.39352,0
347,347,3.1088,3.1122,0.80857,0.4336,0
348,348,-4.2859,8.5234,3.1392,-0.91639,0
349,349,-1.2528,10.2036,2.1787,-5.6038,0
350,350,0.5195,-3.2633,3.0895,-0.9849,0
351,351,0.3292,-4.4552,4.5718,-0.9888,0
352,352,0.8887200000000001,5.3449,2.045,-0.19355,0
353,353,3.5458,9.3718,-4.0351,-3.9564,0
354,354,-0.21661,8.0329,1.8848,-3.8853,0
355,355,2.7206,9.0821,-3.3111,-0.96811,0
356,356,3.2051,8.6889,-2.9033,-0.7819,0
357,357,2.6917,10.8161,-3.3,-4.2888,0
358,358,-2.3242,11.5176,1.8231,-5.375,0
359,359,2.7161,-4.2006,4.1914,0.16981,0
360,360,3.3848,3.2674,0.90967,0.25128,0
361,361,1.7452,4.8028,2.0878,0.62627,0
362,362,2.805,0.5773199999999999,1.3424,1.2133,0
363,363,5.7823,5.5788,-2.4089,-0.056479,0
364,364,3.8999,1.734,1.6011,0.96765,0
365,365,3.5189,6.332000000000002,-1.7791,-0.020273,0
366,366,3.2294,7.7391,-0.37816,-2.5405,0
367,367,3.4985,3.1639,0.22677,-0.1651,0
368,368,2.1948,1.3781,1.1582,0.85774,0
369,369,2.2526,9.9636,-3.1749,-2.9944,0
370,370,4.1529,-3.9358,2.8633,-0.017686,0
371,371,0.74307,11.17,-1.3824,-4.0728,0
372,372,1.9105,8.871,-2.3386,-0.7560399999999999,0
373,373,-1.5055,0.070346,6.8681,-0.50648,0
374,374,0.58836,10.7727,-1.3884,-4.3276,0
375,375,3.2303,7.8384,-3.5348,-1.2151,0
376,376,-1.9922,11.6542,2.6542,-5.2107,0
377,377,2.8523,9.0096,-3.761,-3.3371,0
378,378,4.2772,2.4955,0.48554,0.36119,0
379,379,1.5099,0.039307,6.2332,-0.30346,0
380,380,5.4188,10.1457,-4.084,-3.6991,0
381,381,0.8620200000000001,2.6963,4.2908,0.5473899999999999,0
382,382,3.8117,10.1457,-4.0463,-4.5629,0
383,383,0.54777,10.3754,-1.5435,-4.1633,0
384,384,2.3718,7.4908,0.015989,-1.7414,0
385,385,-2.4953,11.1472,1.9353,-3.4638,0
386,386,4.6361,-2.6611,2.8358,1.1991,0
387,387,-2.2527,11.5321,2.5899,-3.2737,0
388,388,3.7982,10.423,-4.1602,-4.9728,0
389,389,-0.36279,8.2895,-1.9213,-3.3332,0
390,390,2.1265,6.8783,0.44784,-2.2224,0
391,391,0.86736,5.5643,1.6765,-0.16769,0
392,392,3.7831,10.0526,-3.8869,-3.7366,0
393,393,-2.2623,12.1177,0.28846,-7.7581,0
394,394,1.2616,4.4303,-1.3335,-1.7517,0
395,395,2.6799,3.1349,0.34073000000000003,0.5848899999999999,0
396,396,-0.39816,5.9781,1.3912,-1.1621,0
397,397,4.3937,0.35798,2.0416,1.2004,0
398,398,2.9695,5.6222,0.27561,-1.1556,0
399,399,1.3049,-0.15521,6.4911,-0.75346,0
400,400,2.2123,-5.8395,7.7687,-0.8530200000000001,0
401,401,1.9647,6.9383,0.57722,0.66377,0
402,402,3.0864,-2.5845,2.2309,0.30947,0
403,403,0.3798,0.7098,0.7572,-0.4444,0
404,404,0.58982,7.4266,1.2353,-2.9595,0
405,405,0.14783,7.9460000000000015,1.0742,-3.3409,0
406,406,-0.062025,6.1975,1.099,-1.131,0
407,407,4.223,1.1319,0.72202,0.96118,0
408,408,0.64295,7.1018,0.3493,-0.41337,0
409,409,1.941,0.46351,4.6472,1.0879,0
410,410,4.0047,0.45937,1.3621,1.6181,0
411,411,3.7767,9.7794,-3.9075,-3.5323,0
412,412,3.4769,-0.15314,2.53,2.4495,0
413,413,1.9818,9.2621,-3.5210000000000004,-1.872,0
414,414,3.8023,-3.8696,4.044,0.95343,0
415,415,4.3483,11.1079,-4.0857,-4.2539,0
416,416,1.1518,1.3864,5.2727,-0.43536,0
417,417,-1.2576,1.5892,7.0078,0.42455,0
418,418,1.9572,-5.1153,8.6127,-1.4297,0
419,419,-2.484,12.1611,2.8204,-3.7418,0
420,420,-1.1497,1.2954,7.701,0.62627,0
421,421,4.8368,10.0132,-4.3239,-4.3276,0
422,422,-0.12196,8.8068,0.94566,-4.2267,0
423,423,1.9429,6.3961,0.092248,0.58102,0
424,424,1.742,-4.809,8.2142,-2.0659,0
425,425,-1.5222,10.8409,2.7827,-4.0974,0
426,426,-1.3,10.2678,-2.9530000000000003,-5.8638,0
427,427,3.4246,-0.14693,0.80342,0.29136,0
428,428,2.5503,-4.9518,6.3729,-0.4159600000000001,0
429,429,1.5691,6.3465,-0.1828,-2.4099,0
430,430,1.3087,4.9228,2.0013,0.22024,0
431,431,5.1776,8.2316,-3.2511,-1.5694,0
432,432,2.229,9.6325,-3.1123,-2.7164,0
433,433,5.6272,10.0857,-4.2931,-3.8142,0
434,434,1.2138,8.7986,-2.1672,-0.74182,0
435,435,0.3798,0.7098,0.7572,-0.4444,0
436,436,0.5415,6.0319,1.6825,-0.46122,0
437,437,4.0524,5.6802,-1.9693,0.026279000000000004,0
438,438,4.7285,2.1065,-0.28305,1.5625,0
439,439,3.4359,0.6621600000000001,2.1041,1.8922,0
440,440,0.86816,10.2429,-1.4912,-4.0082,0
441,441,3.359,9.8022,-3.8209,-3.7133,0
442,442,3.6702,2.9942,0.85141,0.30688000000000004,0
443,443,1.3349,6.1189,0.46497,0.49826,0
444,444,3.1887,-3.4143,2.7742,-0.2026,0
445,445,2.4527,2.9653,0.20021,-0.056479,0
446,446,3.9121,2.9735,0.92852,0.60558,0
447,447,3.9364,10.5885,-3.725,-4.3133,0
448,448,3.9414,-3.2902,3.1674,1.0866,0
449,449,3.6922,-3.9585,4.3439,1.3517,0
450,450,5.681,7.795,-2.6848,-0.92544,0
451,451,0.7712399999999999,9.0862,-1.2281,-1.4996,0
452,452,3.5761,9.7753,-3.9795,-3.4638,0
453,453,1.602,6.1251,0.5292399999999999,0.4788600000000001,0
454,454,2.6682,10.216,-3.4414,-4.0069,0
455,455,2.0007,1.8644,2.6491,0.47369,0
456,456,0.64215,3.1287,4.2933,0.6469600000000001,0
457,457,4.3848,-3.0729,3.0423,1.2741,0
458,458,0.77445,9.0552,-2.4089,-1.3884,0
459,459,0.96574,8.392999999999999,-1.361,-1.4659,0
460,460,3.0948,8.7324,-2.9007,-0.96682,0
461,461,4.9362,7.6046,-2.3429,-0.8530200000000001,0
462,462,-1.9458,11.2217,1.9079,-3.4405,0
463,463,5.7403,-0.44284,0.38015,1.3763,0
464,464,-2.6989,12.1984,0.67661,-8.5482,0
465,465,1.1472,3.5985,1.9387,-0.4340600000000001,0
466,466,2.9742,8.96,-2.9024,-1.0379,0
467,467,4.5707,7.2094,-3.2794,-1.4944,0
468,468,0.1848,6.5079,2.0133,-0.8724200000000001,0
469,469,0.87256,9.2931,-0.7843,-2.1978,0
470,470,0.39559,6.8866,1.0588,-0.67587,0
471,471,3.8384,6.1851,-2.0439,-0.033204000000000004,0
472,472,2.8209,7.3108,-0.81857,-1.8784,0
473,473,2.5817,9.7546,-3.1749,-2.9957,0
474,474,3.8213,0.23175,2.0133,2.0564,0
475,475,0.3798,0.7098,0.7572,-0.4444,0
476,476,3.4893,6.69,-1.2042,-0.38751,0
477,477,-1.7781,0.8546,7.1303,0.027572000000000003,0
478,478,2.0962,2.4769,1.9379,-0.040962,0
479,479,0.94732,-0.57113,7.1903,-0.67587,0
480,480,2.8261,9.4007,-3.3034,-1.0509,0
481,481,0.007124899999999998,8.3661,0.50781,-3.8155,0
482,482,0.96788,7.1907,1.2798,-2.4565,0
483,483,4.7432,2.1086,0.1368,1.6543,0
484,484,3.6575,7.2797,-2.2692,-1.144,0
485,485,3.8832,6.4023,-2.432,-0.98363,0
486,486,3.4776,8.811,-3.1886,-0.92285,0
487,487,1.1315,7.9212,1.093,-2.8444,0
488,488,2.8237,2.8597,0.19678,0.57196,0
489,489,1.9321,6.0423,0.26019000000000003,-2.053,0
490,490,3.0632,-3.3315,5.1305,0.8267,0
491,491,-1.8411,10.8306,2.769,-3.0901,0
492,492,2.8084,11.3045,-3.3394,-4.4194,0
493,493,2.5698,-4.4076,5.9856,0.078002,0
494,494,-0.12624000000000002,10.3216,-3.7121,-6.1185,0
495,495,3.3756,-4.0951,4.367,1.0698,0
496,496,-0.048008,-1.6037,8.4756,0.75558,0
497,497,0.5706,-0.0248,1.2421,-0.5621,0
498,498,0.88444,6.5906,0.55837,-0.44182,0
